drugbank_id,name,cas,smiles
DB01677,Fumaric acid,110-17-8,OC(=O)\C=C\C(O)=O
DB01678,RU84687,,CC(=O)N[C@@H](CC1=CC=C(OP(O)(O)=O)C(C=O)=C1)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
DB01679,Propyl Trihydrogen Diphosphate,,CCCO[P@](O)(=O)OP(O)(O)=O
DB01681,Benzene Hexacarboxylic Acid,517-60-2,OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O
DB01682,6'-Methyl-Thiamin Diphosphate,,CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=C(C)N=C(C)N=C1N
DB01683,Chymostatin,9076-44-2,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C1CCNC(=N)N1)C(=O)N[C@@H](CC1=CC=CC=C1)C=O
DB01684,1-Hydroxy-1-Thio-Glycerol,,OC[C@@H](O)CSO
DB01685,Topiroxostat,577778-58-6,N#CC1=NC=CC(=C1)C1=NNC(=N1)C1=CC=NC=C1
DB01686,"N,N-dimethylarginine",30315-93-6,N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O
DB01687,beta-Mannobiose,,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O
DB01688,P-Cresol,106-44-5,CC1=CC=C(O)C=C1
DB01689,Inhibitor Idd 384,,CC1=CC=CC=C1CC(=O)NC1=CC(C)=C(C(C)=C1)S(=O)(=O)NCC(O)=O
DB01690,Bis(Adenosine)-5'-Triphosphate,,[H][C@]1(COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
DB01691,Indole Naphthyridinone,,CN(CC1=CN(C)C2=CC=CC=C12)C(=O)\C=C\C1=CN=C2NC(=O)CCC2=C1
DB01692,Dithioerythritol,6892-68-8,[H][C@](O)(CS)[C@]([H])(O)CS
DB01694,D-tartaric acid,147-71-7,O[C@@H]([C@H](O)C(O)=O)C(O)=O
DB01695,N-Hydroxy-4-phosphonobutanamide,146086-80-8,ONC(=O)CCCP(O)(O)=O
DB01697,beta-cellotriose,,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
DB01698,Rutin,153-18-4,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
DB01699,(4e)-4-Aminohex-4-Enoic Acid,,[H]\C(C)=C(/N)CCC(O)=O
DB01700,AICA ribonucleotide,3031-94-5,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
DB01701,"1,2-Dichloro-Propane",78-87-5,C[C@@H](Cl)CCl
DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid",102-32-9,OC(=O)CC1=CC(O)=C(O)C=C1
DB01703,N-(2-ferrocenylethyl)maleimide,,N1(C(=O)C=CC1=O)CCC12[Fe]3456789%10C%11C3C4C5C6%11.C7(C8C19)C2%10
DB01704,"2,4-Dihydroxy-Trans Cinnamic Acid",614-86-8,OC(=O)\C=C\C1=C(O)C=C(O)C=C1
DB01705,Bis(5-Amidino-Benzimidazolyl)Methane,,NC(=[NH2+])C1=CC2=C(C=C1)N=C(CC1=NC3=C(N1)C=C(C=C3)C([NH3+])=[NH2+])N2
DB01706,2-Bromo-6-chloro-purine,500797-85-3,[H]N1C=NC2=C1C(Cl)=NC(Br)=N2
DB01707,"L-Alfa-Lysophosphatidylcholine, Lauroyl",,CCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC[N+](C)(C)C
DB01708,Prasterone,53-43-0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C
DB01709,2-phospho-D-glyceric acid,,OC[C@@H](OP(O)(O)=O)C(O)=O
DB01710,Porphyrin Fe(III),,[Fe+5].[H]C1=C([H])/C2=C([H])/C3=N/C(/C([H])=C3[H])=C([H])\C3=C([H])C([H])=C([N-]3)/C([H])=C3\N=C(C([H])=C3[H])\C(\[H])=C\1/[N-]\2
DB01711,"2,3,4,5,6-Pentafluorobenzyl Alcohol",440-60-8,OCC1=C(F)C(F)=C(F)C(F)=C1F
DB01712,"(3R)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-L-phenylalanine ethyl ester",,CCOC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H]1CSCCN1S(=O)(=O)C1=CC=C(C)C=C1
DB01713,UDP-alpha-D-xylose,3616/6/6,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2OC[C@@H](O)[C@H](O)[C@H]2O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O
DB01714,Epsilon-N-methyllysine,1188-07-4,CNCCCC[C@H](N)C(O)=O
DB01715,"7,8-Diamino-Nonanoic Acid",,C[C@H](N)[C@H](N)CCCCCC(O)=O
DB01716,2-propenyl-N-acetyl-neuramic acid,,[H]N([C@@H]1[C@@H](O)C[C@@](CC=C)(O[C@@]1([H])[C@H](O)[C@H](O)CO)C(O)=O)C(C)=O
DB01717,Bis(Adenosine)-5'-Pentaphosphate,,[H][C@]1(COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
DB01718,Cetrimonium,6899/10/1,CCCCCCCCCCCCCCCC[N+](C)(C)C
DB01719,Thio-Maltopentaose,,[H][C@]1(S)O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]4([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]5([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
DB01720,(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid,639517-90-1,[H]N(\C(=C/C1=CC=C(OC2=CC=CC=C2Br)C=C1)C(O)=O)C(=O)C1=CC=CC=C1
DB01721,"N-[2-hydroxy-1-indanyl]-5-[(2-tertiarybutylaminocarbonyl)-4(benzo[1,3]dioxol-5-ylmethyl)-piperazino]-4-hydroxy-2-(1-phenylethyl)-pentanamide",,[H]N([C@@H]1[C@H](O)CC2=CC=CC=C12)C(=O)[C@H](C[C@H](O)CN1CCN(CC2=CC3=C(OCO3)C=C2)C[C@H]1C(=O)N([H])C(C)(C)C)[C@H](C)C1=CC=CC=C1
DB01723,"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",,[H][C@](CCC1=CC(OC)=C(OC)C=C1)(OC(=O)[C@]1([H])CCCCN1C(=O)[C@@]([H])(CC)C1=CC(OC)=C(OC)C(OC)=C1)C1=CC(OCC(O)=O)=CC=C1
DB01724,L-Threoninol,3228-51-1,C[C@@H](O)[C@H](N)CO
DB01725,"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide",,NC(=N)C1=CC2=C(NC(=N2)C2=CC=CC(C3=CC=CC=C3)=C2O)C=C1
DB01726,2-Aminophenol,95-55-6,NC1=CC=CC=C1O
DB01727,Isocitric Acid,320-77-4,O[C@@H]([C@H](CC(O)=O)C(O)=O)C(O)=O
DB01728,"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",923-61-5,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC
DB01729,"1D-myo-inositol 1,3,4-trisphosphate",,O[C@@H]1[C@@H](O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@@H](O)[C@H]1OP(O)(O)=O
DB01731,(S)-wiskostatin,,CN(C)C[C@H](O)CN1C2=CC=C(Br)C=C2C2=C1C=CC(Br)=C2
DB01732,"(4R,5S,6S,7R)-1,3-dibenzyl-4,7-bis(phenoxymethyl)-5,6-dihydroxy-1,3 diazepan-2-one",,O[C@@H]1[C@@H](O)[C@@H](COC2=CC=CC=C2)N(CC2=CC=CC=C2)C(=O)N(CC2=CC=CC=C2)[C@@H]1COC1=CC=CC=C1
DB01733,L-Phospholactate,,C[C@@H](OP(O)(O)=O)C(O)=O
DB01734,3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid,,OC(=O)C(=O)NC1=CC2=C(C=CC=C2)C=C1C(O)=O
DB01735,3-Chloroalaninate,,[NH3+][C@H](CCl)C([O-])=O
DB01736,[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium,,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)[O-]
DB01737,"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester",133397-81-6,[H][C@@](CC1=CC=CC(=C1)C(N)=N)(NC(=O)CNS(=O)(=O)C1=CC=C(C)C=C1)C(=O)OC
DB01738,Phosphorylcolamine,1071-23-4,NCCOP(O)(O)=O
DB01739,L-alloisoleucine,1509-34-8,CC[C@@H](C)[C@H](N)C(O)=O
DB01740,"4-butyl-5-propyl-1,3-selenazol-2-amine",,[H]N([H])C1=NC(CCCC)=C(CCC)[Se]1
DB01741,CRA_17693,,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(=CC(=C1[O-])C1=C(F)C=CC=C1)[C@@H](CC([O-])=O)C([O-])=O
DB01742,(3r)-1-Acetyl-3-Methylpiperidine,,C[C@@H]1CCCN(C1)C(C)=O
DB01744,Camphor,464-49-3,[H][C@@]12CC[C@@](C)(C(=O)C1)C2(C)C
DB01745,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester,,COC(=O)C1CCN(CC1)C(=O)[C@H](CC1=CC=CC(=C1)C(N)=N)NS(=O)(=O)C1=CC=C2C=CC=CC2=C1
DB01746,D-Leucine,328-38-1,CC(C)C[C@@H](N)C(O)=O
DB01747,Coprogen,31418-71-0,[Fe+3].[H][C@@]1(CCCN([O-])C(=O)\C=C(/C)CCO)NC(=O)[C@]([H])(CCCN([O-])C(=O)\C=C(/C)CCOC(=O)[C@H](CCCN([O-])C(=O)\C=C(/C)CCO)NC(C)=O)NC1=O
DB01748,N-Benzyl-4-Sulfamoyl-Benzamide,,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC=CC=C1
DB01749,"1,2-Dimethoxyethane",110-71-4,COCCOC
DB01750,1-naphthaleneacetic acid,86-87-3,OC(=O)CC1=C2C=CC=CC2=CC=C1
DB01751,Tetraiodothyroacetic acid,67-30-1,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1
DB01752,S-adenosyl-L-homocysteine,979-92-0,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)C(O)=O
DB01753,4-oxo-nicotinamide-adenine dinucleotide phosphate,,NC(=O)[C@H]1C=[N+](C=CC1=O)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB01754,"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One",,CN1C(=O)C(O)=C(O)C2=CC=CC=C12
DB01755,N-[Isoleucinyl]-N'-[adenosyl]-diaminosufone,,[H]N([H])[C@@H]([C@@H](C)CC)C(=O)N([H])S(=O)(=O)N([H])C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H]
DB01756,4-phospho-L-threonic acid,,O[C@@H](COP(O)(O)=O)[C@@H](O)C(O)=O
DB01758,3-Iodo-Tyrosine,70-78-0,N[C@@H](CC1=CC=C(O)C(I)=C1)C(O)=O
DB01759,Kojic acid,501-30-4,OCC1=CC(=O)C(O)=CO1
DB01760,2-Methoxy-3-Isopropylpyrazine,25773-40-4,COC1=NC=CN=C1C(C)C
DB01761,4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1H-imidazol-2-yl]-piperidine,,C[C@H](NC1=NC(=CC=N1)C1=C(N=C(C2CCNCC2)N1C)C1=CC=CC(=C1)C(F)(F)F)C1=CC=CC=C1
DB01762,Acetoacetic acid,541-50-4,CC(=O)CC(O)=O
DB01763,7-thionicotinamide-adenine-dinucleotide phosphate,,[H][C@]1(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C([S-])=N)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(OP(O)(O)=O)[C@]1([H])O
DB01764,Dalfopristin,112362-50-2,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C\C(\C)=C\[C@@H](O)CC(=O)CC1=NC(=CO1)C2=O
DB01765,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",391670-48-7,OC(=O)CC1=C2NC(=O)C3=CC=CC=C3N2C2=C1C=CC=C2
DB01766,Beta-(2-Naphthyl)-Alanine,,[H][C@](N)(CC1=CC=C2C=CC=CC2=C1)C(O)=O
DB01767,Hemi-Babim,,NC(=N)C1=CC2=C(NC(CC3=NC4=C(N3)C=CC=C4)=N2)C=C1
DB01768,Methylumbelliferyl sialic acid,59322-44-0,[H]N([C@@H]1[C@@H](O)C[C@@](OC2=CC3=C(C=C2)C(C)=CC(=O)O3)(O[C@@]1([H])[C@H](O)[C@H](O)CO)C(O)=O)C(C)=O
DB01771,CRA_10991,,NC(=[NH2+])C1=C(Cl)C=C2NC(=CC2=C1)C1=CC=CC(OC2CCCC2)=C1[O-]
DB01772,"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",,[H][C@@](O)(CO)CNC1=CC=CC(=C1)C1=C(C(=O)NC1=O)C1=CN(C)C2=CC=C(F)C=C12
DB01773,4-[3-carboxymethyl-3-(4-phosphonooxy-benzyl)-ureido]-4-[(3-cyclohexyl-propyl)-methyl-carbamoyl]butyric acid,,CN(CCCC1CCCCC1)C(=O)[C@H](CCC(O)=O)NC(=O)N(CC(O)=O)CC1=CC=C(OP(O)(O)=O)C=C1
DB01774,Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester,,NC1=C2N=CN([C@@H]3O[C@H](CO[P@](O)(=O)O[P@](O)(=O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1
DB01775,Dihydroxyacetone,96-26-4,OCC(=O)CO
DB01776,M-Cresol,108-39-4,CC1=CC=CC(O)=C1
DB01777,CoA-S-trimethylene-acetyl-tryptamine,,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCCCCC(=O)N([H])CCC4=CN([H])C5=CC=CC=C45)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
DB01778,8-Aminotheophylline,19410-53-8,CN1C2=C(NC(=N)N2)C(=O)N(C)C1=O
DB01779,Glycerol 2-phosphate,17181-54-3,OCC(CO)OP(O)(O)=O
DB01780,Fusicoccin,20108-30-9,[H]\C1=C2/[C@@]([H])(COC)CC[C@@]2([H])[C@@]([H])(C)[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(COC(C)(C)C=C)[C@@]([H])(O)[C@]([H])(OC(C)=O)[C@@]2([H])O)C2=C(C[C@]([H])(O)[C@]12C)[C@]([H])(C)COC(C)=O
DB01782,Pyrazolanthrone,129-56-6,O=C1C2=CC=CC3=C2C(=NN3)C2=C1C=CC=C2
DB01783,Pantothenic acid,79-83-4,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O
DB01784,4-Flourobenzenesulfonamide,,NS(=O)(=O)C1=CC=C(F)C=C1
DB01785,Dimethylallyl Diphosphate,358-72-5,CC(C)=CCO[P@](O)(=O)OP(O)(O)=O
DB01786,D-Alanine,338-69-2,C[C@@H](N)C(O)=O
DB01788,4-Imino-5-Methidyl-2-Methylpyrimidine,,CC1=NC(=N)C(=C)C=N1
DB01789,"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene",,[H][C@]1(N)C=C(CO)C[C@]([H])(O)[C@@]1([H])O
DB01790,(Rp)-cAMPS,,NC1=C2N=CN([C@@H]3O[C@@H]4CO[P@](S)(=O)O[C@H]4[C@H]3O)C2=NC=N1
DB01791,Piclamilast,144035-83-6,COC1=CC=C(C=C1OC1CCCC1)C(=O)NC1=C(Cl)C=NC=C1Cl
DB01792,Adenylyl-(3'-5')-uridine 3'-monophosphate,1985-21-3,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2OP(O)(O)=O)N2C=CC(=O)NC2=O)[C@H]1O
DB01793,SB-409513,,OC(=O)C1=CC(NC2=C(C(=O)NC2=O)C2=CC(Cl)=CC=C2)=CC=C1Cl
DB01794,bis(molybdopterin)tungsten cofactor,,NC1=NC2=C(NC3C(N2)OC2COP([O-])(=O)O[Mg]OP([O-])(=O)OCC4OC5NC6=C(NC5C5=C4S[W]4(SC2=C3S4)S5)C(=O)NC(N)=N6)C(=O)N1
DB01795,Phenylboronic acid,98-80-6,OB(O)C1=CC=CC=C1
DB01796,Quinolinic Acid,89-00-9,OC(=O)C1=CC=CN=C1C(O)=O
DB01797,"(2R)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-3-(2-oxoethyl)-2,5-dihydro-1H-imidazol-3-ium",,NC[C@@]1(O)NC(=O)C(O)=[N+]1CC(O)=O
DB01798,Ethyl Dihydrogen Diphosphate,,CCO[P@](O)(=O)OP(O)(O)=O
DB01799,4-Hydroxy-3-Methyl Butyl Diphosphate,,C[C@H](CO)CCO[P@](O)(=O)OP(O)(O)=O
DB01800,4-Nitrocatechol sulfate,10485-66-2,OC1=CC=C(C=C1OS(O)(=O)=O)[N+]([O-])=O
DB01802,"(4R)-7-Aza-7,8-dihydrolimonene",,CN(C)[C@@H]1CCC(C)=CC1
DB01803,2-(Trimethylammonium)Ethyl Thiol,,C[N+](C)(C)CCS
DB01804,"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",,[NH3+][C@H](C=C)C([O-])=O
DB01805,Monoisopropylphosphorylserine,,[H][C@](N)(COP(O)(=O)OC(C)C)C(O)=O
DB01806,10-decarboxymethylaclacinomycin A,,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@@H]3C[C@H](O)[C@@H](O[C@H]4CCC(=O)[C@@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2C1)C(=O)C1=C(C(O)=CC=C1)C3=O
DB01807,"N-[(3Z)-5-Tert-butyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-ylidene]-N'-(4-chlorophenyl)urea",,CC(C)(C)C1=NN(C(NC(=O)NC2=CC=C(Cl)C=C2)=C1)C1=CC=CC=C1
DB01808,Thiarsahydroxy-Cysteine,,N[C@@H](CS[AsH]O)C(O)=O
DB01809,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",,CC1=CC=C(C=C1)C1=NN(C2=C1C(N)=NC=N2)C(C)(C)C
DB01810,"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",,[H][C@@](C)(NC(=O)[C@@]([H])(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)\C=C\C(=O)C=O
DB01811,"3h-Indole-5,6-Diol",3131-52-0,OC1=C(O)C=C2C=CNC2=C1
DB01812,"Adenosine 3',5'-diphosphate",1053-73-2,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
DB01813,Pyridoxyl-Glutamic Acid-5'-Monophosphate,,[H][C@@](CCC(O)=O)(NCC1=C(COP(O)(O)=O)C=[NH+]C(C)=C1O)C(O)=O
DB01814,2-Tridecanoyloxy-Pentadecanoic Acid,,[H][C@](CCCCCCCCCCCC)(CC(O)=O)OC(=O)CCCCCCCCCCCC
DB01815,Nz-(Dicarboxymethyl)Lysine,,N[C@@H](CCCCNC(C(O)=O)C(O)=O)C(O)=O
DB01816,Castanospermine,79831-76-8,[H][C@]1(O)CCN2C[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@@]12[H]
DB01817,Threonine-Aspartic Ester,,[H][C@](N)(C[C@]([H])(O)O[C@]([H])(C)[C@]([H])(N)C(O)=O)C(O)=O
DB01818,O3-Sulfonylgalactose,,[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(OS(O)(=O)=O)[C@@]1([H])O
DB01819,Phosphoenolpyruvate,138-08-9,OC(=O)C(=C)OP(O)(O)=O
DB01820,2-{[4-(2-Acetylamino-2-pentylcarbamoyl-ethyl)-naphthalen-1-YL]-oxalyl-amino}-benzoic acid,,[H]N(CCCCC)C(=O)[C@H](CC1=CC=C(N(C(=O)C(O)=O)C2=CC=CC=C2C(O)=O)C2=CC=CC=C12)N([H])C(C)=O
DB01821,"L-N(omega)-Nitroarginine-2,4-L-diaminobutyric amide",,NCC[C@H](NC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O)C(N)=O
DB01822,"(4R,5R)-1,2-dithiane-4,5-diol",16096-98-3,O[C@H]1CSSC[C@@H]1O
DB01823,Beta-D-Glucopyranose Spirohydantoin,,OC[C@H]1O[C@]2(NC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O
DB01824,"(3S)-Tetrahydro-3-furanyl {(2S,3S)-4-[(2S,4R)-4-{(1S,2R)-2-[(S)-amino(hydroxy)methoxy]-2,3-dihydro-1H-inden-1-yl}-2-benzyl-3-oxo-2-pyrrolidinyl]-3-hydroxy-1-phenyl-2-butanyl}carbamate",,[H]N([H])[C@@]([H])(O)O[C@]1([H])CC2=CC=CC=C2[C@]1([H])[C@]1([H])CN([H])[C@@](CC2=CC=CC=C2)(CC([H])(O)C([H])(CC2=CC=CC=C2)N([H])C(=O)O[C@@]2([H])CCOC2)C1=O
DB01825,2-amino-8-methyl-4(1H)-quinazolinone,116836-27-2,[H]N([H])C1=NC(=O)C2=CC=CC(C)=C2N1[H]
DB01826,N-Butyl Isocyanide,2769-64-4,CCCC[N+]#[C-]
DB01827,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",,COC1=C(F)C(F)=C(C(N)=O)C(F)=C1F
DB01828,Methylamine,74-89-5,CN
DB01829,Desulfo-coenzyme A,5863-40-1,CCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
DB01830,AP-22408,268741-43-1,CC(=O)N[C@@H](CC1=CC=C(C(=C1)P(O)(O)=O)P(O)(O)=O)C(=O)N[C@H]1CCCCC2=CC(OCC3CCCCC3)=C(C=C12)C(N)=O
DB01831,Tryptophanyl-5'amp,,N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12
DB01832,4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid,,C[P@@](O)(=O)CC(=O)CC(O)=O
DB01833,Canavanine,543-38-4,N[C@@H](CCONC(N)=N)C(O)=O
DB01834,"(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",,[H][C@](N)(CCC(=O)N[C@@]([H])(CS[C@]1([H])C2=CC=CC=C2C2=CC=CC=C2[C@@]1([H])O)C(=O)NCC(O)=O)C(O)=O
DB01835,4R-Fluoro-N6-ethanimidoyl-L-lysine,,[H]N([H])[C@@H](C[C@@H](F)CC\N=C(/C)N([H])[H])C(O)=O
DB01836,"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",,ClC1=CC=C2C=C(C=CC2=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1CCN(CC1)C1=CC=NC=C1
DB01837,O-acetyl-L-serine,5147-00-2,CC(=O)OC[C@H](N)C(O)=O
DB01838,"6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone",,CC1=C(OC2=CC=C(O)C=C2C1=O)C1=CC(Br)=C(O)C(Br)=C1
DB01839,Propylene glycol,57-55-6,CC(O)CO
DB01840,2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate,,OCC[C@@H](O)[C@H](O)[C@H](O)\C=C\P(O)(O)=O
DB01841,"4,6-Dideoxyglucose",,[H][C@@]1(C)C[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)O1
DB01842,3'-Phosphate-Adenosine-5'-Diphosphate,,[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
DB01843,"(5S,7R,8S,9S,10R)-3-Amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione",,[H]N([H])N1C(=O)N([H])[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O
DB01844,"N,N-dimethylformamide",1968/12/2,CN(C)C=O
DB01846,Oxidized coenzyme A,,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSO)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
DB01847,N-Carbamyl-D-Valine,,CC(C)[C@@H](NC(N)=O)C(O)=O
DB01849,Dihydrouracil,504-07-4,O=C1CCNC(=O)N1
